 3120	2013-09-16 10:06:06	1	0	1	0
 2087	2013-09-16 12:00:02	1	1	1	0
 2519	2013-09-16 12:00:07	1	1	1	0
 2101	2013-09-16 12:00:11	1	1	1	0
 4394	2013-09-16 12:00:14	1	1	1	0
 3978	2013-09-16 12:00:18	1	1	1	0
  722	2013-09-16 12:00:21	1	1	1	0
 1948	2013-09-16 12:00:26	1	1	1	0
 2572	2013-09-16 12:00:32	1	1	1	0
 1945	2013-09-16 12:00:35	1	1	1	0
10442	2013-09-16 12:00:39	1	1	1	0
 1975	2013-09-16 12:00:42	1	1	1	0
 2576	2013-09-16 12:00:49	1	1	1	0
 1936	2013-09-16 12:00:55	1	1	1	0
 2097	2013-09-16 12:01:00	1	1	1	0
 3114	2013-09-16 12:01:06	1	1	1	0
 3121	2013-09-16 12:01:11	1	1	1	0
 2511	2013-09-16 12:01:15	1	1	1	0
 2515	2013-09-16 12:01:20	1	1	1	0
 3749	2013-09-16 12:01:28	1	1	1	0
 2125	2013-09-16 12:01:37	1	1	1	0
 1848	2013-09-16 12:01:44	1	1	1	0
10752	2013-09-16 12:01:52	1	1	1	0
 4860	2013-09-16 12:01:59	1	1	1	0
 4889	2013-09-16 12:02:13	1	1	1	0
 1952	2013-09-16 12:02:21	1	1	1	0
 1939	2013-09-16 12:02:48	1	1	1	0
 1872	2013-09-16 12:02:57	1	1	1	0
 4465	2013-09-16 12:03:04	1	1	1	0
 4405	2013-09-16 12:03:14	1	1	1	0
 2512	2013-09-16 12:03:25	1	1	1	0
 4254	2013-09-16 12:03:34	1	1	1	0
 1906	2013-09-16 12:04:33	1	1	1	0
 1919	2013-09-16 12:04:46	1	1	1	0
 2098	2013-09-16 12:04:53	1	1	1	0
 5074	2013-09-16 12:05:03	1	1	1	0
 4393	2013-09-16 12:05:11	1	1	1	0
 1926	2013-09-16 12:05:16	1	1	1	0
 3778	2013-09-16 12:05:28	1	1	1	0
10450	2013-09-16 12:05:41	1	1	1	0
 4760	2013-09-16 12:05:49	1	1	1	0
 1941	2013-09-16 12:05:57	1	1	1	0
 2377	2013-09-16 12:06:07	1	1	1	0
 1908	2013-09-16 12:06:13	1	1	1	0
10750	2013-09-16 12:07:06	1	1	1	0
 5120	2013-09-16 12:07:49	1	1	1	0
 1736	2013-09-16 12:07:59	1	1	1	0
 1933	2013-09-16 12:08:15	1	1	1	0
 1770	2013-09-16 12:09:16	1	1	1	0
 2069	2013-09-16 12:09:22	1	1	1	0
 1775	2013-09-16 12:10:21	1	1	1	0
10425	2013-09-16 12:10:30	1	1	1	0
 3120	2013-09-16 12:10:35	1	1	1	0
 4397	2013-09-16 12:10:52	1	1	1	0
 2576	2013-09-16 12:11:51	1	0	1	0
  722	2013-09-16 12:13:01	1	0	1	0
 1939	2013-09-16 12:13:29	1	0	1	0
 3746	2013-09-16 12:13:45	1	1	1	0
 1775	2013-09-16 12:13:59	1	0	1	0
 1770	2013-09-16 12:14:02	1	0	1	0
 4394	2013-09-16 12:15:16	1	0	1	0
 4397	2013-09-16 12:16:06	1	0	1	0
 1914	2013-09-16 12:18:09	1	1	1	0
 5120	2013-09-16 12:18:28	1	0	1	0
 3749	2013-09-16 12:18:49	1	0	1	0
 2101	2013-09-16 12:19:16	1	0	1	0
 4760	2013-09-16 12:19:37	1	0	1	0
10442	2013-09-16 12:20:13	1	0	1	0
10450	2013-09-16 12:20:20	1	0	1	0
 1975	2013-09-16 12:20:25	1	0	1	0
 2515	2013-09-16 12:20:41	1	0	1	0
 1872	2013-09-16 12:20:46	1	0	1	0
 1945	2013-09-16 12:20:59	1	0	1	0
 1945	2013-09-16 12:21:05	1	0	1	0
 3778	2013-09-16 12:21:19	1	0	1	0
 2087	2013-09-16 12:21:25	1	0	1	0
 1952	2013-09-16 12:21:51	1	0	1	0
 1848	2013-09-16 12:22:29	1	0	1	0
 4263	2013-09-16 12:22:39	1	1	1	0
 2125	2013-09-16 12:23:15	1	0	1	0
 1948	2013-09-16 12:24:21	1	0	1	0
 4465	2013-09-16 12:24:31	1	0	1	0
 2572	2013-09-16 12:24:58	1	0	1	0
 1736	2013-09-16 12:25:14	1	0	1	0
 1919	2013-09-16 12:25:29	1	0	1	0
 4393	2013-09-16 12:25:43	1	0	1	0
 2511	2013-09-16 12:25:49	1	0	1	0
 1936	2013-09-16 12:25:55	1	0	1	0
 2377	2013-09-16 12:26:31	1	0	1	0
 4860	2013-09-16 12:26:59	1	0	1	0
 3121	2013-09-16 12:27:14	1	0	1	0
 1766	2013-09-16 12:29:04	1	1	1	0
 2097	2013-09-16 12:30:05	1	0	1	0
 3114	2013-09-16 12:30:47	1	0	1	0
 1926	2013-09-16 12:32:28	1	0	1	0
 5074	2013-09-16 12:32:52	1	0	1	0
10752	2013-09-16 12:33:01	1	0	1	0
 1908	2013-09-16 12:33:18	1	0	1	0
 4254	2013-09-16 12:34:01	1	0	1	0
 2379	2013-09-16 12:34:20	1	1	1	0
 2512	2013-09-16 12:34:36	1	0	1	0
 1906	2013-09-16 12:35:17	1	0	1	0
 1906	2013-09-16 12:35:24	1	0	1	0
 2098	2013-09-16 12:36:32	1	0	1	0
 2519	2013-09-16 12:36:53	1	0	1	0
10750	2013-09-16 12:37:29	1	0	1	0
 4889	2013-09-16 12:38:16	1	0	1	0
 3978	2013-09-16 12:38:52	1	0	1	0
 1766	2013-09-16 12:39:44	1	0	1	0
 1941	2013-09-16 12:39:54	1	0	1	0
10425	2013-09-16 12:41:46	1	0	1	0
 3120	2013-09-16 12:41:55	1	0	1	0
 2520	2013-09-16 12:42:08	1	0	1	0
 3746	2013-09-16 12:42:13	1	0	1	0
 4405	2013-09-16 12:45:27	1	0	1	0
 4606	2013-09-16 12:45:59	1	1	1	0
 4188	2013-09-16 12:46:34	1	1	1	0
 1933	2013-09-16 12:48:39	1	0	1	0
 1914	2013-09-16 12:49:17	1	0	1	0
 2069	2013-09-16 12:49:38	1	0	1	0
 4188	2013-09-16 12:51:09	1	0	1	0
 4263	2013-09-16 12:52:37	1	0	1	0
 2379	2013-09-16 12:52:44	1	0	1	0
