 2458	2013-03-13 16:58:11	1	1	1	0
 1221	2013-03-13 17:00:09	1	1	1	0
 3541	2013-03-13 17:00:31	1	1	1	0
 2454	2013-03-13 17:00:35	1	1	1	0
 4711	2013-03-13 17:00:40	1	1	1	0
 1238	2013-03-13 17:00:45	1	1	1	0
 1225	2013-03-13 17:00:52	1	1	1	0
 2461	2013-03-13 17:00:58	1	1	1	0
 3845	2013-03-13 17:01:03	1	1	1	0
 2448	2013-03-13 17:01:08	1	1	1	0
 2449	2013-03-13 17:01:12	1	1	1	0
 1302	2013-03-13 17:01:17	1	1	1	0
 5602	2013-03-13 17:01:23	1	1	1	0
 1243	2013-03-13 17:01:39	1	1	1	0
 1232	2013-03-13 17:01:53	1	1	1	0
 2446	2013-03-13 17:02:03	1	1	1	0
 1403	2013-03-13 17:02:11	1	1	1	0
 3847	2013-03-13 17:02:24	1	1	1	0
 2408	2013-03-13 17:05:34	1	1	1	0
 1234	2013-03-13 17:06:08	1	1	1	0
 1234	2013-03-13 17:06:11	1	1	1	0
 1226	2013-03-13 17:06:33	1	1	1	0
 1237	2013-03-13 17:06:53	1	1	1	0
 4871	2013-03-13 17:08:34	1	1	1	0
 1227	2013-03-13 17:09:31	1	1	1	0
 4856	2013-03-13 17:10:12	1	1	1	0
 3550	2013-03-13 17:10:58	1	1	1	0
 1261	2013-03-13 17:11:50	1	1	1	0
 1269	2013-03-13 17:12:57	1	1	1	0
 1224	2013-03-13 17:13:54	1	1	1	0
 1256	2013-03-13 17:14:36	1	1	1	0
 1300	2013-03-13 17:15:25	1	1	1	0
 1270	2013-03-13 17:15:47	1	1	1	0
 7097	2013-03-13 17:27:53	1	1	1	0
 1240	2013-03-13 17:33:57	1	1	1	0
 3849	2013-03-13 17:35:46	1	1	1	0
 1264	2013-03-13 17:38:05	1	1	1	0
 1264	2013-03-13 17:38:07	1	1	1	0
 3849	2013-03-13 19:18:07	1	0	1	0
 2582	2013-03-13 20:54:13	1	1	1	0
 3851	2013-03-13 21:28:40	1	1	1	0
 4948	2013-03-13 22:32:40	1	0	1	0
 1252	2013-03-13 22:33:37	1	1	1	0
 1252	2013-03-13 22:34:13	1	0	1	0
  251	2013-03-13 22:41:30	1	0	1	0
 3720	2013-03-13 22:44:15	1	0	1	0
 2462	2013-03-13 22:45:20	1	0	1	0
  253	2013-03-13 23:03:00	1	1	1	0
 1242	2013-03-13 23:03:46	1	1	1	0
 1244	2013-03-13 23:04:08	1	1	1	0
 3551	2013-03-13 23:06:58	1	0	1	0
 1290	2013-03-13 23:08:10	1	0	1	0
 1290	2013-03-13 23:08:13	1	0	1	0
 1285	2013-03-13 23:12:33	1	1	1	0
 1294	2013-03-13 23:26:53	1	1	1	0
 1288	2013-03-13 23:28:18	1	1	1	0
 1278	2013-03-13 23:29:08	1	1	1	0
 1273	2013-03-13 23:51:47	1	1	1	0
 1301	2013-03-14 04:39:46	1	0	1	0
 1248	2013-03-14 05:53:57	1	0	1	0
 1240	2013-03-14 06:02:03	1	0	1	0
 1247	2013-03-14 06:40:37	1	0	1	0
 1264	2013-03-14 06:43:03	1	0	1	0
 2583	2013-03-14 06:43:19	1	0	1	0
 3847	2013-03-14 06:48:34	1	0	1	0
 1268	2013-03-14 06:50:27	1	0	1	0
 2408	2013-03-14 06:51:09	1	0	1	0
 1291	2013-03-14 06:51:16	1	0	1	0
 4617	2013-03-14 06:51:27	1	0	1	0
 4617	2013-03-14 06:51:38	1	0	1	0
 1238	2013-03-14 06:51:45	1	0	1	0
 1277	2013-03-14 06:52:23	1	0	1	0
 1297	2013-03-14 06:52:50	1	0	1	0
 3850	2013-03-14 06:56:03	1	0	1	0
 3462	2013-03-14 06:56:16	1	0	1	0
 1300	2013-03-14 06:56:44	1	0	1	0
 5603	2013-03-14 06:58:34	1	0	1	0
 1289	2013-03-14 06:58:45	1	0	1	0
 1284	2013-03-14 06:59:20	1	0	1	0
  254	2013-03-14 07:01:14	1	0	1	0
 4615	2013-03-14 07:01:57	1	0	1	0
 2449	2013-03-14 07:02:07	1	0	1	0
 3720	2013-03-14 07:05:18	1	1	1	0
  251	2013-03-14 07:05:46	1	1	1	0
 2462	2013-03-14 07:08:15	1	1	1	0
 1261	2013-03-14 07:09:21	1	0	1	0
 1249	2013-03-14 07:09:40	1	0	1	0
 1249	2013-03-14 07:09:42	1	0	1	0
 1221	2013-03-14 07:12:36	1	0	1	0
  691	2013-03-14 07:14:19	1	0	1	0
 4711	2013-03-14 07:17:44	1	0	1	0
 1292	2013-03-14 07:19:51	1	1	1	0
 3551	2013-03-14 07:28:51	1	1	1	0
 1290	2013-03-14 07:30:41	1	1	1	0
 4948	2013-03-14 07:34:56	1	1	1	0
 1236	2013-03-14 07:41:11	1	0	1	0
 5604	2013-03-14 07:45:25	1	0	1	0
 4856	2013-03-14 07:48:15	1	0	1	0
 1243	2013-03-14 07:49:10	1	0	1	0
 1237	2013-03-14 07:49:17	1	0	1	0
 1228	2013-03-14 07:50:18	1	0	1	0
 3541	2013-03-14 07:50:41	1	0	1	0
 2446	2013-03-14 07:51:30	1	0	1	0
 1232	2013-03-14 07:52:06	1	0	1	0
 4418	2013-03-14 07:54:46	1	0	1	0
 2454	2013-03-14 07:55:02	1	0	1	0
 1224	2013-03-14 07:55:07	1	0	1	0
 5602	2013-03-14 07:55:42	1	0	1	0
 7097	2013-03-14 07:56:51	1	0	1	0
 2582	2013-03-14 07:57:38	1	0	1	0
 1302	2013-03-14 07:59:08	1	0	1	0
 1234	2013-03-14 07:59:58	1	0	1	0
 1234	2013-03-14 08:00:01	1	0	1	0
 1258	2013-03-14 08:00:16	1	0	1	0
 1403	2013-03-14 08:02:01	1	0	1	0
 2448	2013-03-14 08:02:15	1	0	1	0
 1225	2013-03-14 08:04:07	1	0	1	0
 4871	2013-03-14 08:07:38	1	0	1	0
 7039	2013-03-14 08:08:19	1	0	1	0
 1227	2013-03-14 08:08:46	1	0	1	0
 1256	2013-03-14 08:10:26	1	0	1	0
 3851	2013-03-14 08:11:55	1	0	1	0
 3849	2013-03-14 08:27:59	1	1	1	0
